,gi,AccNum,Name,Topology,BaltimoreClass,Order,Family,Subfamily,Genera,Lineage
1694,471237011,NC_020809.1,Irkut lyssavirus,linear,5,Mononegavirales,Rhabdoviridae,,Lyssavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Lyssavirus.
1695,471236993,NC_020806.1,Isfahan virus,linear,5,Mononegavirales,Rhabdoviridae,,Vesiculovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus.
1696,126010924,NC_009025.1,Israeli acute paralysis virus,linear,4,Picornavirales,Dicistroviridae,,Aparavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Aparavirus."
1697,77124337,NC_007454.1,J-virus,linear,5,Mononegavirales,Paramyxoviridae,,, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Paramyxoviridae; unclassified Paramyxoviridae.
1698,9626914,NC_001494.1,Jaagsiekte sheep retrovirus,linear,6,,Retroviridae,Orthoretrovirinae,Betaretrovirus, Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Betaretrovirus.
1699,323361056,NC_015123.1,Japanese eel endothelial cells-infecting virus,circular,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses."
1700,9626460,NC_001437.1,Japanese encephalitis virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Japanese encephalitis virus group."
1701,9634672,NC_002187.1,Japanese iris necrotic ring virus,linear,4,,Tombusviridae,,Betacarmovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Betacarmovirus."
1702,9633628,NC_000947.1,Japanese yam mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
1703,203449525,NC_011268.1,Jatropha leaf curl virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus.
1704,410475055,NC_019034.1,Jatropha mosaic Nigerian virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus.
1705,207271566,NC_011309.1,Jatropha yellow mosaic India virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus.
1706,9628642,NC_001699.1,JC polyomavirus,circular,1,,Polyomaviridae,,," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae."
1707,39163648,NC_005287.1,Johnsongrass chlorotic stripe mosaic virus,linear,4,,Tombusviridae,,Aureusvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Aureusvirus."
1708,20153407,NC_003606.1,Johnsongrass mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
1709,23334597,NC_004284.1,Junonia coenia densovirus,linear,2,,Parvoviridae,Densovirinae,Ambidensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Ambidensovirus.
1710,701219306,NC_025392.1,Jurona vesiculovirus,linear,5,Mononegavirales,Rhabdoviridae,,Vesiculovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus.
1711,985583717,NC_029053.1,Kafue Kinda chacma baboon virus,linear,4,Nidovirales,Arteriviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae."
1712,254667440,NC_013006.1,Kalanchoe latent virus,linear,4,Tymovirales,Betaflexiviridae,Quinvirinae,Carlavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus."
1713,27819377,NC_004540.1,Kalanchoe top-spotting virus,linear,7,,Caulimoviridae,,Badnavirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Badnavirus.
1714,584593349,NC_023439.1,Kama virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus."
1715,33620713,NC_005064.1,Kamiti River virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus."
1716,62326809,NC_006947.1,Karshi virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group."
1717,30793779,NC_004807.1,Kashmir bee virus,linear,4,Picornavirales,Dicistroviridae,,Aparavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Aparavirus."
1718,226377835,NC_012533.1,Kedougou virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus."
1719,82703944,NC_007619.1,Kelp fly virus,linear,4,,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage."
1720,169803207,NC_010435.1,Kenaf leaf curl virus-[India:Bahraich:2007],circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
1721,9629156,NC_001746.1,Kennedya yellow mosaic virus,linear,4,Tymovirales,Tymoviridae,,Tymovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Tymovirus."
1722,358356468,NC_016159.1,Keunjorong mosaic virus,linear,4,,Potyviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae."
1723,701219253,NC_025385.1,Khujand lyssavirus,linear,5,Mononegavirales,Rhabdoviridae,,Lyssavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Lyssavirus.
1724,134288556,NC_009238.1,KI polyomavirus,circular,1,,Polyomaviridae,,," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; unclassified Polyomaviridae."
1725,701219332,NC_025396.1,Kimberley virus,linear,5,Mononegavirales,Rhabdoviridae,,Ephemerovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus.
1726,543171678,NC_022343.1,Klebsiella phage 0507-KN2-1,circular,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1727,612508640,NC_023567.2,Klebsiella phage F19,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae."
1728,448245104,NC_020204.1,Klebsiella phage JD001,circular,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1729,194100415,NC_011043.1,Klebsiella phage K11,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae."
1730,294661423,NC_014036.1,Klebsiella phage KP15,linear,1,Caudovirales,Myoviridae,Tevenvirinae,Kp15virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus."
1731,448260543,NC_020080.1,Klebsiella phage KP27,linear,1,Caudovirales,Myoviridae,Tevenvirinae,Kp15virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus."
1732,281416278,NC_013647.1,Klebsiella phage KP32,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae."
1733,294661411,NC_013649.2,Klebsiella phage KP34,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae."
1734,46402086,NC_005857.1,Klebsiella phage phiKO2,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1735,212671382,NC_011534.1,Kluyvera phage Kvp1,linear,1,Caudovirales,Podoviridae,Autographivirinae,T7virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus."
1736,521967815,NC_021704.1,Koala retrovirus,linear,7,,Retroviridae,Orthoretrovirinae,Gammaretrovirus, Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Gammaretrovirus; unclassified Gammaretrovirus.
1737,294719514,NC_009029.2,Kokobera virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Kokobera virus group."
1738,700074565,NC_025342.1,Kolente virus,linear,5,Mononegavirales,Rhabdoviridae,,Ledantevirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ledantevirus.
1739,90093251,NC_007913.1,Konjac mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
1740,393707849,NC_017714.1,Kotonkan virus,linear,5,Mononegavirales,Rhabdoviridae,,Ephemerovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus.
1741,20153395,NC_003610.1,Kyuri green mottle mosaic virus,linear,4,,Virgaviridae,,Tobamovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus."
1742,441431930,NC_017843.2,Labidocera aestiva circovirus,circular,2,,Circoviridae,,Circovirus, Viruses; ssDNA viruses; Circoviridae; Circovirus; unclassified Circovirus.
1743,9627971,NC_001639.1,Lactate dehydrogenase-elevating virus,linear,4,Nidovirales,Arteriviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae."
1744,169794178,NC_010179.2,Lactobacillus prophage Lj771,linear,-1,,,,, Viruses; unclassified bacterial viruses.
1745,22296522,NC_004112.1,Lactobacillus phage A2,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1746,446730228,NC_019782.1,Lactobacillus phage phiAQ113,circular,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1747,431809796,NC_019916.1,Lactobacillus virus ATCC8014,linear,1,Caudovirales,Siphoviridae,,Phijl1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phijl1virus."
1748,418488152,NC_019449.1,Lactobacillus virus c5,linear,1,Caudovirales,Siphoviridae,,C5virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus."
1749,557307926,NC_022756.1,Lactobacillus phage J-1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1750,418489109,NC_019456.1,Lactobacillus phage JCL1032,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1751,90592575,NC_007924.1,Lactobacillus phage KC5a,circular,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1752,226377630,NC_012530.1,Lactobacillus virus Lb338-1,linear,1,Caudovirales,Myoviridae,Spounavirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; unassigned Spounavirinae."
1753,77999988,NC_007501.1,Lactobacillus phage Lc-Nu,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1754,712912224,NC_025420.1,Lactobacillus phage Ld17,linear,1,Caudovirales,Siphoviridae,,C5virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus."
1755,712912161,NC_025415.1,Lactobacillus phage Ld25A,linear,1,Caudovirales,Siphoviridae,,C5virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus."
1756,712912293,NC_025421.1,Lactobacillus phage Ld3,linear,1,Caudovirales,Siphoviridae,,C5virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus."
1757,418489383,NC_019486.1,Lactobacillus phage LF1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1758,148750834,NC_009554.1,Lactobacillus phage LL-H,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1759,564014228,NC_022989.1,Lactobacillus virus LLKu,circular,1,Caudovirales,Siphoviridae,,C5virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus."
1760,56693048,NC_006565.1,Lactobacillus virus LP65,circular,1,Caudovirales,Myoviridae,Spounavirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; unassigned Spounavirinae."
1761,195661200,NC_011104.1,Lactobacillus phage Lrm1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1762,219563197,NC_011801.1,Lactobacillus phage Lv-1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1763,971848888,NC_024206.1,Lactobacillus phage phi jlb1,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1764,9633000,NC_000896.1,Lactobacillus phage phiadh,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1765,48697258,NC_005893.1,Lactobacillus phage phiAT3,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1766,23455771,NC_004305.1,Lactobacillus phage phig1e,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1767,571797847,NC_022775.1,Lactobacillus phage phiJB,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1768,62327085,NC_006936.1,Lactobacillus virus phiJL1,linear,1,Caudovirales,Siphoviridae,,Phijl1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phijl1virus."
1769,571798068,NC_022762.1,Lactobacillus phage phiLdb,linear,1,Caudovirales,Siphoviridae,,C5virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C5virus."
1770,557307993,NC_022757.1,Lactobacillus phage PL-1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1771,418489788,NC_019489.1,Lactobacillus phage Sha1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1772,41179287,NC_005354.1,Lactobacillus prophage Lj928,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1773,41179217,NC_005355.1,Lactobacillus prophage Lj965,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1774,640885368,NC_024149.1,Lactoccocus phage WP-2,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
1775,182637477,NC_010576.1,Lactococcus phage 1706,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1776,526244466,NC_021853.1,Lactococcus phage 340,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1777,115315572,NC_008370.1,Lactococcus virus 712,linear,1,Caudovirales,Siphoviridae,,Sk1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus."
1778,327197843,NC_015263.1,Lactococcus phage 949,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1779,168983473,NC_010363.1,Lactococcus phage asccphi28,circular,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
1780,194097521,NC_011046.1,Lactococcus virus Bibb29,circular,1,Caudovirales,Siphoviridae,,Sk1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus."
1781,9630566,NC_001909.1,Lactococcus virus bIL170,linear,1,Caudovirales,Siphoviridae,,Sk1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus."
1782,13095680,NC_002666.1,Lactococcus phage bIL285,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1783,13095743,NC_002667.1,Lactococcus phage bIL286,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1784,13095805,NC_002668.1,Lactococcus phage bIL309,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1785,13095862,NC_002669.1,Lactococcus phage bIL310,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1786,13095658,NC_002670.1,Lactococcus phage bIL311,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1787,13095891,NC_002671.1,Lactococcus phage bIL312,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1788,9627909,NC_001629.1,Lactococcus phage bIL67,linear,1,Caudovirales,Siphoviridae,,C2likevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C2likevirus."
1789,14251125,NC_002796.1,Lactococcus phage BK5-T,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1790,526244816,NC_021861.1,Lactococcus phage BM13,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1791,9628660,NC_001706.1,Lactococcus virus c2,linear,1,Caudovirales,Siphoviridae,,C2virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C2virus."
1792,115315628,NC_008371.1,Lactococcus virus jj50,linear,1,Caudovirales,Siphoviridae,,Sk1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus."
1793,526244756,NC_021860.1,Lactococcus phage jm2,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1794,526244525,NC_021854.1,Lactococcus phage jm3,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1795,157311004,NC_009817.1,Lactococcus virus KSY1,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
1796,115304210,NC_008363.1,Lactococcus virus P008,linear,1,Caudovirales,Siphoviridae,,Sk1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus."
1797,643654978,NC_024215.1,Lactococcus phage P078,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1798,229604969,NC_012663.1,Lactococcus phage P087,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1799,643654468,NC_024203.1,Lactococcus phage P092,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1800,643654590,NC_024208.1,Lactococcus phage P118,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1801,643654857,NC_024214.1,Lactococcus phage P162,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1802,30089861,NC_004746.1,Lactococcus phage P335 sensu lato,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1803,526241733,NC_021852.1,Lactococcus phage P680,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1804,526244578,NC_021855.1,Lactococcus phage phi7,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1805,589890759,NC_023574.1,Lactococcus phage phiL47,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1806,45597386,NC_005822.1,Lactococcus phage phiLC3,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1807,115304270,NC_008364.1,Lactococcus phage Q54,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1808,23455719,NC_004302.1,Lactococcus phage r1t,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1809,9629653,NC_001835.1,Lactococcus virus sk1,linear,1,Caudovirales,Siphoviridae,,Sk1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus."
1810,13786531,NC_002747.1,Lactococcus phage TP901-1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1811,13487801,NC_002703.1,Lactococcus phage Tuc2009,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1812,21716072,NC_004066.1,Lactococcus phage ul36,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1813,590428243,NC_023641.1,Lagenaria siceraria endornavirus-California,linear,3,,Endornaviridae,,Alphaendornavirus, Viruses; dsRNA viruses; Endornaviridae; Alphaendornavirus.
1814,471236999,NC_020807.1,Lagos bat lyssavirus,linear,5,Mononegavirales,Rhabdoviridae,,Lyssavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Lyssavirus.
1815,815846635,NC_026922.1,Lambdina fiscellaria nucleopolyhedrovirus,linear,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus; unclassified Alphabaculovirus."
1816,189009862,NC_010737.1,Lamium leaf distortion virus,circular,7,,Caulimoviridae,,Caulimovirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Caulimovirus.
1817,684094904,NC_024806.1,Lammi virus,linear,4,,Flaviviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae."
1818,20260781,NC_003690.1,Langat virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group."
1819,589875217,NC_023627.1,Laodelphax striatella honeydew virus 1,linear,4,Picornavirales,Iflaviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Iflaviridae; unclassified Iflaviridae."
1820,327409548,NC_015326.1,Lausannevirus,circular,1,,,,," Viruses; dsDNA viruses, no RNA stage; unassigned Marseilleviridae."
1821,498907910,NC_021205.1,Tomato leaf curl China virus - OX2,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus.
1822,9629518,NC_001822.1,Leek white stripe virus,linear,4,,Tombusviridae,,Betanecrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Betanecrovirus."
1823,21427635,NC_004011.1,Leek yellow stripe virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
1824,635717078,NC_024115.1,Leishmania aethiopica RNA virus,linear,3,,Totiviridae,,Leishmaniavirus, Viruses; dsRNA viruses; Totiviridae; Leishmaniavirus; unclassified Leishmaniavirus.
1825,20153346,NC_003601.1,Leishmania RNA virus 1 - 4,linear,3,,Totiviridae,,Leishmaniavirus, Viruses; dsRNA viruses; Totiviridae; Leishmaniavirus.
1826,9626920,NC_002063.1,Leishmania RNA virus 1 - 1,linear,3,,Totiviridae,,Leishmaniavirus, Viruses; dsRNA viruses; Totiviridae; Leishmaniavirus.
1827,9628596,NC_002064.1,Leishmania RNA virus 2 - 1,linear,3,,Totiviridae,,Leishmaniavirus, Viruses; dsRNA viruses; Totiviridae; Leishmaniavirus.
1828,712915255,NC_025450.1,Lelliottia phage phD2B,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Sp6likevirus."
1829,1002160105,NC_029311.1,Leporid alphaherpesvirus 4,linear,1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Simplexvirus."
1830,758899365,NC_025218.2,Leptopilina boulardi Toti-like virus,linear,3,,Totiviridae,,, Viruses; dsRNA viruses; Totiviridae.
1831,20153339,NC_003605.1,Lettuce mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
1832,83659771,NC_007642.1,Lettuce necrotic yellows virus,linear,5,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Cytorhabdovirus.
1833,190336506,NC_010832.1,Lettuce virus X,linear,4,Tymovirales,Alphaflexiviridae,,Potexvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus."
1834,212498331,NC_011532.1,Lettuce yellow mottle virus,linear,5,Mononegavirales,Rhabdoviridae,,Cytorhabdovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Cytorhabdovirus.
1835,114679849,NC_008348.1,Leucania separata nucleopolyhedrovirus,circular,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus."
1836,270358403,NC_013424.1,Leucas zeylanica yellow vein virus satellite DNA beta,circular,8,,,,, Viruses; Satellites; Tolecusatellitidae; Betasatellite.
1837,399528538,NC_018273.1,Leuconostoc phage Lmd1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1838,472438181,NC_020880.1,Leuconostoc phage P793,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1839,658607984,NC_024390.1,Leuconostoc phage phiLN03,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
